epoch,train_loss,val_loss,val_acc,char_accuracy
1,3.2705902499198913,3.3614456899166107,0.0,2.8571428571428568
2,2.4164709661006927,1.7847203434109689,1.1199999999999999,31.428571428571427
3,0.45011421290934084,0.5166595796963432,51.71,66.66666666666667
4,0.17167428601756693,0.4449054767255351,60.18,52.11111111111111
5,0.12537287266142666,0.3153729371726164,64.96,100.0
6,0.1056923590907827,0.2889919347065501,68.81,78.57142857142858
7,0.08878047139104456,0.2212613964696502,76.16000000000001,81.11111111111111
8,0.07669821832217276,0.19712992924489225,76.25,88.57142857142857
9,0.07086605378687381,0.18227519504086048,79.21000000000001,98.57142857142857
10,0.06226941392824519,0.15645721266944765,83.02000000000001,79.99999999999999
11,0.05410274499212392,0.1815769901227117,77.23,90.0
12,0.0475339808204677,0.15444949331969238,82.67,98.57142857142858
13,0.042425801353505814,0.12732272195880479,84.37,88.39285714285714
14,0.038391795911383815,0.1283988902603972,85.22,88.57142857142858
15,0.035465474914456716,0.13538078501546738,85.7,91.11111111111111
16,0.03300976067376323,0.12481565376372687,86.5,100.0
17,0.03112827648164239,0.12340378659316989,87.36,86.34920634920636
18,0.030076286602113395,0.12889517965589206,86.83,88.75
19,0.02775506289056502,0.12263997761150543,87.42,92.87698412698413
20,0.025672309074865188,0.10522480084863882,88.13,96.66666666666666
21,0.024024211849202403,0.12175281167515074,86.92999999999999,98.75
22,0.024426747118565253,0.11364409124814731,88.25,100.0
23,0.024446057887980713,0.1056403472068931,89.44,100.0
24,0.021348888214712498,0.13548306955330822,86.39,87.77777777777777
25,0.021202868572680746,0.12379945350445042,84.3,89.36507936507937
26,0.019923578185820953,0.11352268919941198,87.53,100.0
27,0.020091162108897696,0.10813479031036491,89.17,98.75
28,0.018338945778203195,0.11874469114293665,88.14,84.76190476190477
29,0.018652440111059695,0.10897899537493827,89.25,100.0
30,0.017793825781147462,0.10829471070526633,89.07000000000001,100.0
31,0.017672144930891226,0.09581346455333649,90.53,98.88888888888889
32,0.016744909848319365,0.11714676689945339,87.37,100.0
33,0.017304795194766485,0.09093401108726816,90.44,100.0
34,0.014237110652780393,0.10255321889500402,90.56,98.88888888888889
35,0.015050796367571456,0.10855586385182255,88.98,94.44444444444444
36,0.014676719885325292,0.09933494977989053,90.73,86.66666666666666
37,0.013896726856555325,0.11489732089418521,87.13,91.11111111111111
38,0.012867842216894496,0.1129430311811613,89.42999999999999,100.0
39,0.013097517560736741,0.1083013695139603,88.63,100.0
40,0.013495014890364837,0.09293113531444294,91.08000000000001,100.0
41,0.012279267751603038,0.11729019940302637,85.08,100.0
42,0.011806670244192356,0.1080201105343426,89.3,100.0
43,0.011589242610323708,0.11031973767943086,89.21,92.22222222222221
44,0.010896220672590426,0.09503584535059288,90.97,100.0
45,0.010191756428033114,0.10173264526800149,90.07,93.33333333333333
46,0.00999572397757438,0.10281896200638511,89.35,100.0
47,0.009334339371375972,0.0908536476762344,91.49000000000001,100.0
48,0.00926282781312475,0.09398340903311309,90.86999999999999,96.66666666666667
49,0.009074364410038106,0.0995663963731973,88.75,95.55555555555556
50,0.00794802256662515,0.09664106902239963,90.31,97.77777777777779
51,0.007567281767411623,0.08655885111777968,91.64999999999999,100.0
52,0.00761460297361773,0.08628962535755598,92.47,100.0
53,0.006987039780078339,0.08759906980721797,91.36,95.23809523809524
54,0.007252057233714732,0.09511780362615908,91.42,95.55555555555556
55,0.006291367959373747,0.0936091749036847,90.35,91.11111111111111
56,0.005878128307122097,0.08781086581497341,91.59,100.0
57,0.006230597414908698,0.08755103148386041,91.74,98.57142857142858
58,0.005265314740297618,0.09463308774312533,91.61,98.88888888888889
59,0.005031729487785196,0.0898914494285917,92.47,98.57142857142857
60,0.004739320677405339,0.08729112848057702,92.78999999999999,100.0
61,0.004810320257670537,0.0837761745705133,92.36999999999999,100.0
62,0.0041900712771282995,0.08833840745568033,92.25999999999999,100.0
63,0.00466974376818107,0.08373271974553735,92.78,100.0
64,0.0041926567342612546,0.08530678965465177,92.43,100.0
65,0.0038232047685291034,0.08166267583276174,92.33,100.0
66,0.003912133065889066,0.08456448005816287,93.01,100.0
67,0.0031100445335614495,0.08429191142872476,93.08999999999999,96.66666666666666
68,0.003018851927862852,0.08737707966737711,92.58,96.66666666666666
69,0.002965919878255227,0.08455715795149206,93.04,100.0
70,0.0026275863587354254,0.08707480736771896,93.13,96.66666666666666
71,0.0028444655005623646,0.08233552831899316,92.78,100.0
72,0.0026517196816173965,0.07716992972292372,93.5,100.0
73,0.002595679306359307,0.07906156039876475,93.12,100.0
74,0.002196194349961297,0.08350693303486587,92.82000000000001,100.0
75,0.00206058716595071,0.08197195905152406,93.49,98.88888888888889
76,0.002149090738479936,0.08045672038857529,93.58,100.0
77,0.0017162829085351405,0.07585372084306886,94.16,100.0
78,0.001887713500214886,0.07551056207887259,94.12,98.75
79,0.0018325642602183506,0.07764732652229259,93.67999999999999,100.0
80,0.001597965184613895,0.07530480883865043,93.78,100.0
81,0.0014573748081766098,0.07600837744935969,94.1,100.0
82,0.0016571779795833208,0.07567645332892484,94.21000000000001,100.0
83,0.0015822102341320715,0.07466138525489704,94.13,100.0
84,0.0011842156579428774,0.07721091925347046,94.05,94.44444444444444
85,0.001084000785209355,0.07581934915237261,94.23,100.0
86,0.0010738057660833874,0.07552969362901915,94.22,100.0
87,0.0011354737982599546,0.07487686573435627,93.93,100.0
88,0.0010866757682821116,0.0729098940599351,94.28,100.0
89,0.0011294312266382804,0.07464131731732546,94.34,100.0
90,0.0010559220185732557,0.07527511198698554,94.33,97.77777777777779
91,0.0010456551227320233,0.07329996750712399,94.37,100.0
92,0.0010815362236911825,0.07530440480978808,94.16,95.55555555555556
93,0.0008426277140007187,0.07576705232405409,94.23,100.0
94,0.0010186777285620338,0.07472427009967753,94.42,100.0
95,0.0008721021552313687,0.0735236373233833,94.54,100.0
96,0.0010202486508047513,0.07737916146714799,94.13,98.88888888888889
97,0.0009180279270099163,0.07388702883374654,94.56,100.0
98,0.0009606939859808335,0.07461649280993957,94.39999999999999,100.0
99,0.0009536465488172326,0.07633393524226188,94.47,98.75
100,0.0010354737199832016,0.07694467620581211,94.37,100.0
